Time,TWE_set,TEI,TWEI,TEO,TWEO,TCI,TWCI,TCO,TWCO,TSI,TSO,TBI,TBO,Cond Tons,Cooling Tons,Shared Cond Tons,Cond Energy Balance,Evap Tons,Shared Evap Tons,Building Tons,Evap Energy Balance,kW,COP,kW/Ton,FWC,FWE,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,P_lift,Amps,RLA%,Heat Balance,Heat Balance%,Tolerance%,Unit Status,Active Fault,TO_sump,TO_feed,PO_feed,PO_net,TWCD,TWED,VSS,VSL,VH,VM,VC,VE,VW,TWI,TWO,THI,THO,FWW,FWH,FWB,TEI-TEO,TCO-TCI,fault level,Label,Condition block
5984,50,53.76,53.8,50.35,50.4,85.86,85.8,89.26,89,87.92,61.51,53.57,53.89,38.09,15,296.2,-273.1,30.84,29.14,2.869,1.169,43.38,2.5,1.406,269.2,216.9,6.8,2.6,43.6,38.8,91.5,107.2,5,49.8,6.2,146.5,55.4,68.4,49,47,17.87,13.34,9.926,20,0,122.5,115.7,137.5,97.5,3.3,3.4,40,0,100,5,49,56,20,58.76,80.55,55.26,54.63,16.52,68.86,242.7,3.4099999999999966,3.4000000000000057,Normal,100,78
5994,50,53.76,53.8,50.35,50.4,85.86,85.6,89.26,89,87.92,61.51,53.57,53.89,38.12,15.01,296.3,-273.2,30.66,28.97,2.853,1.163,43.44,2.482,1.417,269.3,215.6,6.9,2.5,43.5,38.7,91.5,107.2,4.7,49.8,6.3,146.1,54.6,68.5,49,47,17.23,12.86,9.926,20,0,122.5,115.7,139,99.2,3.2,3.4,40,0,100,5,49,56,20,58.8,80.51,55.22,54.63,16.59,68.46,243,3.4099999999999966,3.4000000000000057,Normal,100,78
6004,50,53.76,53.9,50.35,50.4,85.86,85.6,89.26,89,87.92,61.51,53.57,53.85,38.19,15.04,296.9,-273.8,30.53,28.84,2.474,0.7918,43.36,2.475,1.421,269.9,214.6,6.8,2.7,43.8,39,91.7,107.7,5.2,49.8,6.3,146.5,55,68.4,49,47,16.42,12.23,9.926,20,0,122.7,115.6,137,97.2,3.4,3.3,40,0,100,5,49,56,20,58.84,80.55,55.22,54.63,16.62,59.38,243.6,3.4099999999999966,3.4000000000000057,Normal,100,78
6014,50,53.8,53.8,50.35,50.4,85.82,85.6,89.3,89.2,87.92,61.51,53.61,53.89,39.12,15.5,297,-273.3,31.05,29.36,2.486,0.7952,43.39,2.516,1.398,269.9,215.7,6.9,2.7,43.5,38.7,91.7,107.7,5,49.8,6.2,146.9,55.4,68.9,49,47,15.01,10.92,9.926,20,0,122.5,115.7,139,99.5,3.2,3.4,40,0,100,5,49,56,20,58.8,80.59,55.22,54.63,17.07,59.66,243.2,3.449999999999996,3.480000000000004,Normal,100,78
6024,50,53.76,53.8,50.35,50.4,85.86,85.6,89.26,89,87.92,61.51,53.61,53.89,37.8,14.88,293.8,-270.9,30.8,29.48,2.496,1.168,43.42,2.495,1.409,267.1,216.6,6.8,2.5,43.5,38.7,91.5,107.2,4.7,49.8,6.2,146.1,55,68.9,49,47,18.83,14.17,9.926,20,0,122.5,115.6,139.4,99.4,3.2,3.4,40,0,100,5,49,56,20,58.8,80.59,55.22,54.63,16.39,59.9,240.3,3.4099999999999966,3.4000000000000057,Normal,100,78
6034,50,53.76,53.9,50.35,50.4,85.86,85.6,89.26,89,87.92,61.51,53.57,53.89,38.16,15.03,296.7,-273.5,30.57,28.89,2.844,1.159,43.43,2.475,1.421,269.6,215,6.6,2.5,43.8,39,91.5,107.2,4.7,49.8,6.3,146.1,55,69,49,47,16.75,12.49,9.926,20,0,122.5,115.7,137.5,99.8,3.4,3.4,40,0,100,5,49,56,20,58.8,80.59,55.26,54.63,16.55,68.26,243.4,3.4099999999999966,3.4000000000000057,Normal,100,78
6045,50,53.76,53.9,50.35,50.4,85.86,85.6,89.26,88.9,87.92,61.51,53.57,53.85,38.02,14.97,295.6,-272.5,30.62,28.94,2.482,0.7943,43.41,2.48,1.418,268.6,215.3,6.9,2.8,43.5,38.7,91.7,107.7,5,49.6,6.1,146.5,54.8,68.4,50,48,17.41,13.02,9.8,20,0,122.7,115.7,139.4,98.9,3.1,3.4,40,0,100,5,49,56,20,58.8,80.59,55.22,54.63,16.49,59.56,242.3,3.4099999999999966,3.4000000000000057,Normal,100,78
6054,50,53.76,53.9,50.35,50.3,85.86,85.4,89.26,89,87.92,61.51,53.57,53.89,38.38,15.11,298.4,-275.1,30.62,28.93,2.849,1.161,43.41,2.48,1.418,271.2,215.3,6.8,3,43.8,39,92,108.2,5.2,50,6,146.5,54.5,68.4,49,47,16.13,11.95,9.926,20,0,122.5,116,138.5,98.7,3.4,3.5,40,0,100,5,49,56,20,58.8,80.59,55.26,54.63,16.64,68.37,244.9,3.4099999999999966,3.4000000000000057,Normal,100,78
6064,50,53.76,53.8,50.35,50.4,85.86,85.8,89.26,88.9,87.92,61.51,53.57,53.89,38.29,15.08,297.7,-274.5,30.55,28.86,2.842,1.158,43.4,2.475,1.421,270.6,214.8,6.8,2.6,43.6,38.8,91.5,107.2,5.2,49.8,6.3,146.5,55,69.5,50,48,16.17,12.01,9.8,20,0,122.7,116,139.4,98.7,3.1,3.6,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,16.64,68.2,244.3,3.4099999999999966,3.4000000000000057,Normal,100,78
6074,50,53.76,53.9,50.35,50.3,85.86,85.6,89.26,89,87.88,61.51,53.57,53.85,38.28,15.54,297.2,-274.4,30.39,28.72,2.463,0.7883,43.4,2.462,1.428,270.5,213.7,6.8,2.2,43.5,38.7,91.2,106.7,5.2,49.8,6.2,146.5,54.8,68.2,49,47,15.65,11.63,9.926,20,0,122.5,116,138.5,98.9,3.4,3.6,40,0,100,5,49,56,20,58.8,80.55,55.26,54.63,17.14,59.11,244.4,3.4099999999999966,3.4000000000000057,Normal,100,78
6084,50,53.76,53.9,50.31,50.4,85.86,85.6,89.26,89.2,87.88,61.51,53.57,53.85,38.35,15.56,297.7,-274.9,30.86,29.18,2.472,0.791,43.44,2.498,1.407,271,214.4,6.9,2.5,43.6,38.7,91.5,107.2,5.2,49.8,6.3,146.5,54.6,68.2,49,47,17.12,12.7,9.926,20,0,122.7,115.7,139.4,99.6,3.6,3.5,40,0,100,5,49,56,20,58.8,80.55,55.26,54.63,17.17,59.32,244.4,3.449999999999996,3.4000000000000057,Normal,100,78
6094,50,53.76,53.9,50.31,50.4,85.82,85.6,89.3,89,87.92,61.51,53.57,53.85,39.33,15.58,298.5,-274.8,30.93,29.24,2.477,0.7927,43.4,2.506,1.403,271.3,214.9,6.8,2.7,43.6,38.8,91.7,107.7,5,49.8,6.2,146.5,54.4,68.9,49,47,13.87,10.03,9.926,20,0,122.5,116,138,98.2,3.2,3.5,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,17.19,59.44,244.8,3.449999999999996,3.480000000000004,Normal,100,78
6105,50,53.72,53.8,50.31,50.4,85.86,85.8,89.26,89.2,87.92,61.51,53.57,53.85,38.07,14.99,296,-272.9,30.64,29.32,2.483,1.162,43.4,2.482,1.417,269,215.4,6.8,2.5,43.5,38.7,91.7,107.7,4.7,49.8,6.2,146.5,54.8,68.9,49,47,17.26,12.9,9.926,20,0,122.7,115.7,139.4,99.6,3.4,3.5,40,0,100,5,49,56,20,58.8,80.55,55.22,54.63,16.54,59.59,242.4,3.4099999999999966,3.4000000000000057,Normal,100,78
6114,50,53.76,53.9,50.35,50.4,85.86,85.6,89.26,89,87.92,61.51,53.57,53.89,38.27,15.07,297.5,-274.3,30.61,28.92,2.847,1.161,43.38,2.481,1.417,270.4,215.2,6.6,2.5,43.5,39,91.5,107.2,5.2,49.8,6,146.5,55,68.5,49,47,16.44,12.22,9.926,20,0,122.7,116.2,138.5,98.7,3.2,3.5,40,0,100,5,49,56,20,58.8,80.59,55.26,54.63,16.6,68.33,244.1,3.4099999999999966,3.4000000000000057,Normal,100,78
6124,50,53.76,53.8,50.35,50.4,85.86,85.4,89.26,89,87.92,61.51,53.57,53.89,38.09,15,296.1,-273,30.68,28.99,2.855,1.164,43.45,2.483,1.416,269.1,215.8,6.8,2.2,43.6,38.8,91.2,106.7,5.2,49.8,6.2,146.5,55.3,68.4,49,47,17.41,13,9.926,20,0,122.5,115.7,140.4,100.1,3.4,3.4,40,0,100,5,49,56,20,58.8,80.59,55.26,54.63,16.52,68.51,242.8,3.4099999999999966,3.4000000000000057,Normal,100,78
6134,50,53.76,53.9,50.31,50.4,85.86,85.6,89.3,89,87.92,61.51,53.57,53.89,38.68,15.51,297.2,-274,31.05,29.36,2.854,1.163,43.41,2.515,1.398,270.1,215.7,6.8,2.7,43.6,38.8,91.7,107.7,5,49.8,6.2,146.5,55,68.9,49,47,16.57,12.18,9.926,20,0,123,115.7,139.4,99.4,3.4,3.5,40,0,100,5,49,56,20,58.8,80.59,55.3,54.63,17.08,68.5,243.4,3.449999999999996,3.4399999999999977,Normal,100,78
6144,50,53.76,53.8,50.31,50.4,85.86,85.6,89.26,89,87.92,61.51,53.57,53.85,38.07,14.99,295.9,-272.9,30.96,29.27,2.48,0.7935,43.42,2.507,1.402,269,215.1,6.6,2.5,43.6,39,91.5,107.2,5,49.8,6,146.1,55,68.4,49,47,18.44,13.77,9.926,20,0,122.7,116,140.4,100.6,3.4,3.4,40,0,100,5,49,56,20,58.8,80.59,55.22,54.63,16.51,59.51,242.4,3.449999999999996,3.4000000000000057,Normal,100,78
6154,50,53.76,53.9,50.31,50.6,85.86,85.6,89.26,88.9,87.92,61.51,53.57,53.85,38.26,15.07,297.4,-274.2,31.17,29.47,2.496,0.7989,43.45,2.522,1.394,270.3,216.6,7.1,2.8,43.5,38.7,91.7,107.7,5.2,49.8,6.2,146.9,54.4,68,49,47,18.54,13.78,9.926,20,0,122.7,116.2,139.4,99.8,3.3,3.5,35,0,100,5,49,56,20,58.8,80.59,55.26,54.63,16.59,59.91,243.5,3.449999999999996,3.4000000000000057,Normal,100,78
6165,50,53.76,53.9,50.31,50.4,85.86,85.6,89.26,89.2,87.92,61.51,53.57,53.85,38.13,15.01,296.4,-273.3,31,29.31,2.482,0.7945,43.36,2.513,1.399,269.4,215.4,6.8,2,43.5,38.7,91.2,106.7,5.4,49.8,6.3,146.1,55.3,68,49,47,18.29,13.64,9.926,20,0,123,116,138,98.4,3.4,3.6,40,0,100,5,49,56,20,58.8,80.59,55.26,54.63,16.53,59.58,242.8,3.449999999999996,3.4000000000000057,Normal,100,78
7575,49,60.52,60.8,50.22,50.1,75.87,75.9,85.53,85.3,83.13,75.56,59.71,60.65,108.1,26.87,84.7,-3.492,92.48,85.27,8.372,1.164,71.26,4.563,0.7706,268.5,215.7,8.6,6.2,41.5,36.6,91.5,107.2,10.2,46.8,5.3,114.9,23,71,84,80,16.43,4.323,6.496,20,0,117.6,113.6,139,101.8,9.4,10.7,73.15,25.44,100,100,57,56,51.09,58.55,70.65,66.48,63.47,53.34,66.83,-1.825,10.300000000000004,9.659999999999997,Normal,100,79
7585,49,60.56,60.6,50.27,50.3,75.87,75.7,85.53,85.3,83.13,75.56,59.71,60.65,107.3,26.67,84.07,-3.466,92.15,84.6,8.343,0.7927,71.31,4.544,0.7738,266.5,214.9,8.6,6.2,41.5,36.6,91.7,107.2,10.2,46.8,5.3,114.7,23.2,70.6,82,79,18.13,4.806,6.586,20,0,117.6,113.3,139.4,102.2,9.6,10.5,73.26,25.5,100,100,57,56,47.1,58.55,70.56,66.52,63.47,53.31,65.7,-1.687,10.29,9.659999999999997,Normal,100,79
7595,49,60.56,60.8,50.27,50.1,75.87,76,85.53,85.1,83.09,75.56,59.71,60.65,107.6,27.21,83.87,-3.476,92.57,84.98,8.38,0.7963,71.77,4.535,0.7754,267.3,215.9,9,6.6,41.3,36.4,91.7,107.7,10.2,46.8,5.2,114.9,23.2,71.3,82,79,18.89,4.993,6.586,20,0,117.1,113.3,138.5,101.4,9.1,10.5,73.36,25.57,100,100,57,56,51.11,58.55,70.56,66.52,63.47,54.38,65.99,-3.538,10.29,9.659999999999997,Normal,100,79
7605,49,60.56,60.8,50.22,50.3,75.87,75.9,85.53,85.3,83.09,75.6,59.71,60.69,107.5,27.17,83.3,-3.015,92.94,85.35,8.749,1.165,71.38,4.578,0.768,267,215.9,8.5,6.2,41.6,36.7,91.5,107.2,10,46.8,5.2,114.9,23.2,70.6,82,79,20.32,5.378,6.586,20,0,117.4,113.1,138.5,101.3,9.6,10.7,73.46,25.64,100,100,57,56,51.13,58.6,70.56,66.52,63.47,54.49,68.89,-6.577,10.340000000000003,9.659999999999997,Normal,100,79
7615,49,60.56,60.6,50.22,50.1,75.87,75.9,85.57,85.1,83.09,75.6,59.71,60.69,108.1,27.68,83.46,-3.021,92.48,84.93,8.705,1.159,71.37,4.555,0.7718,267.5,214.8,8.7,6.4,41.6,36.7,91.5,107.2,10,46.8,5.5,114.7,23.4,70.6,82,79,16.35,4.299,6.586,20,0,117.1,113.3,139,101.9,9.2,10.3,73.56,25.7,100,100,57,56,51.14,58.55,70.56,66.56,63.47,55.33,67.64,-4.695,10.340000000000003,9.699999999999989,Normal,100,79
7625,49,60.56,60.6,50.27,50.1,75.87,75.9,85.53,85.3,83.09,75.6,59.71,60.69,107.8,27.26,83.57,-3.025,92.63,85.04,8.754,1.165,71.78,4.537,0.775,267.8,216,8.7,6.4,41.6,36.7,91.7,107.7,10,46.8,5.2,114.7,23,71,82,79,18.43,4.864,6.586,20,0,117.1,113.3,138.5,101.3,9.4,10.5,73.66,25.77,100,100,57,56,51.15,58.55,70.52,66.52,63.51,54.67,69.88,-4.721,10.29,9.659999999999997,Normal,100,79
7635,49,60.56,60.8,50.27,50.3,75.87,75.9,85.57,85.3,83.05,75.6,59.76,60.69,108.6,28.25,83.34,-3.033,92.66,85.44,8.389,1.166,71.37,4.565,0.7703,268.5,216.1,9.1,6.2,41.2,36.3,91.5,107.2,10,46.8,5.3,114.9,23.4,70.6,82,79,15.47,4.053,6.586,20,0,116.9,113.1,139,102.3,9.6,10.5,73.76,25.84,100,100,57,56,51.17,58.55,70.48,66.6,63.47,56.85,64.33,-6.754,10.29,9.699999999999989,Normal,100,79
7645,49,60.56,60.6,50.27,50.3,75.83,75.7,85.53,85.3,83.05,75.56,59.71,60.69,107.9,27.61,83.25,-3.014,92.28,84.72,8.721,1.161,71.36,4.547,0.7733,266.8,215.2,8.8,6.2,41.3,36.4,91.7,107.2,10.4,46.8,5.3,114.9,23,70.6,82,79,16.6,4.378,6.586,20,0,117.1,113.1,140.4,103.3,9.4,10.5,73.86,25.91,100,100,57,56,47.18,58.55,70.36,66.6,63.51,56.14,67.77,-4.696,10.29,9.700000000000005,Normal,100,79
7655,49,60.56,60.8,50.22,50.3,75.83,75.7,85.53,85.1,83.05,75.56,59.71,60.69,108,27.66,83.38,-3.019,93.21,85.61,8.775,1.168,71.8,4.564,0.7703,267.2,216.5,9,6.6,41.3,36.4,91.7,107.7,10.2,46.8,5.5,114.7,23.2,71.1,82,79,19.75,5.2,6.586,20,0,117.1,113.1,139.4,102,9.4,10.5,73.96,25.97,100,100,57,56,47.19,58.6,70.32,66.6,63.51,56.62,68.18,-7.131,10.340000000000003,9.700000000000005,Normal,100,79
7665,49,60.56,60.8,50.22,50.1,75.83,75.9,85.49,85.1,83.01,75.52,59.71,60.65,107.4,27.62,83.28,-3.47,92.6,85.04,8.349,0.7934,71,4.585,0.7668,266.9,215.1,8.5,6.4,41.6,36.7,91.5,107.2,10.4,46.8,5.3,114.7,23.4,70.6,82,79,18.82,4.983,6.586,20,0,116.9,113.1,137,100.1,9.4,10.5,74.06,26.04,100,100,57,56,51.21,58.55,70.28,66.64,63.55,56.56,64.88,-5.633,10.340000000000003,9.659999999999997,Normal,100,79
12900,49,59.41,59.7,49.9,49.8,71.53,71.4,80.41,80.2,77.56,71.26,57.83,59.5,99,31.79,70.23,-3.021,85.62,71.4,15.02,0.7962,63.14,4.768,0.7374,267.5,216,9,6.1,40.8,35.9,86.3,97.8,9.3,46.8,6,111.3,24.8,62,74,71,16.11,4.627,7.328,20,0,116,112.7,134.5,98.1,8.8,9.9,85,100,100,100,56,56,68,58.8,64.38,70.94,65.11,136.7,61.8,-4.459,9.509999999999998,8.879999999999995,Normal,100,80
12900,49,59.37,59.6,49.86,50,71.53,71.2,80.37,80,77.56,71.26,57.83,59.5,98.61,31.35,70.28,-3.023,85.6,71.75,15.01,1.165,63,4.777,0.736,267.6,215.9,9,6,40.8,35.9,86,97.3,9,46.8,6,111.3,25.3,60.9,73,70,17.29,4.987,7.424,20,0,116.2,112.7,136.5,100.6,8.5,9.8,80,100,100,100,56,56,68,58.8,64.42,70.94,65.07,133.9,61.36,-5.632,9.509999999999998,8.840000000000003,Normal,100,80
12900,49,59.41,59.7,49.86,49.8,71.53,71.4,80.37,80.2,77.56,71.3,57.83,59.5,98.45,31.3,69.71,-2.563,86,71.78,15.02,0.7963,63.43,4.767,0.7376,267.2,216,9,5.8,40.8,35.8,86,97.3,9.5,46.8,6,111.3,25,60.7,73,70,19.69,5.688,7.424,20,0,116,112.7,135.5,99.1,8.8,9.9,85,100,100,100,56,56,68,58.8,64.42,70.94,65.11,133.6,61.81,-7.951,9.549999999999995,8.840000000000003,Normal,100,80
13000,49,59.41,59.7,49.86,49.8,71.53,71.4,80.37,80.2,77.56,71.26,57.83,59.5,97.87,31.12,69.75,-3.001,85.51,71.37,14.93,0.7917,62.94,4.777,0.7361,265.6,214.8,9,5.6,40.8,35.8,86,97.3,9.3,46.6,6,111.3,25.3,61.4,74,71,19.48,5.661,7.328,20,0,116,112.7,135.5,98.9,8.8,9.9,85,100,100,100,56,56,68,58.8,64.46,70.9,65.07,131.9,61.46,-6.157,9.549999999999995,8.840000000000003,Normal,100,80
13000,49,59.41,59.6,49.86,49.8,71.53,71.4,80.41,80.2,77.56,71.3,57.83,59.5,99.16,31.84,69.89,-2.57,85.98,71.76,15.02,0.7961,62.97,4.801,0.7323,267.9,216,9.2,5.5,40.8,35.9,85.7,96.8,8.9,46.8,6,111.1,25.6,61.4,73,70,16.65,4.775,7.424,20,0,115.7,112.4,135,98.3,8.8,9.8,85,100,100,100,56,56,68,58.8,64.42,70.94,65.11,135.9,61.8,-7.2,9.549999999999995,8.879999999999995,Normal,100,80
13000,49,59.41,59.7,49.86,49.8,71.57,71.4,80.41,80.4,77.56,71.26,57.83,59.5,98.53,31.79,70.22,-3.476,85.6,71.45,14.95,0.7926,63.25,4.759,0.7388,267.4,215,9.2,5.3,40.8,35.9,85.7,96.8,8.9,46.8,6,111.3,25.4,61.4,73,70,17.79,5.134,7.424,20,0,115.7,112.4,134.5,97.8,9,9.7,85,100,100,100,56,56,68,58.8,64.42,70.9,65.07,135.7,61.52,-4.661,9.549999999999995,8.840000000000003,Normal,100,80
13000,49,59.41,59.7,49.9,50,71.53,71.4,80.41,80.4,77.56,71.34,57.83,59.54,99.41,31.92,69.61,-2.118,85.67,71.44,15.4,1.166,62.81,4.796,0.7331,268.6,216.1,9,5.6,40.8,35.9,85.7,96.8,8.9,46.8,5.8,111.3,25.6,61.4,74,71,14.5,4.149,7.328,20,0,115.7,112.4,136,99.6,9,9.9,80,100,100,100,56,56,68,58.8,64.46,70.86,65.07,135.3,63.81,-7.085,9.509999999999998,8.879999999999995,Normal,100,80
13000,49,59.41,59.6,49.9,50,71.57,71.4,80.41,80.2,77.56,71.3,57.83,59.5,98.18,31.67,69.52,-3.01,85.62,71.4,15.02,0.7962,62.86,4.789,0.7341,266.5,216,8.8,5.5,41,36.1,85.7,96.8,8.9,46.6,5.8,111.3,25.4,61.4,73,70,18.68,5.411,7.424,20,0,115.6,112.4,136.5,99.8,8.8,9.6,80,100,100,100,56,56,68,58.76,64.46,70.86,65.03,133.3,61.8,-7.202,9.509999999999998,8.840000000000003,Normal,100,80
13000,49,59.37,59.6,49.86,50,71.53,71.2,80.37,80.2,77.56,71.3,57.83,59.54,98.4,31.29,69.67,-2.562,85.45,71.63,15.36,1.531,63.47,4.734,0.7428,267.1,215.6,9.2,6.1,40.8,35.9,86.3,97.8,8.9,46.6,5.8,111.3,25.6,61.4,73,70,17.95,5.189,7.424,20,0,115.6,112.2,137,100.6,8.8,9.6,80,100,100,100,56,56,68,58.76,64.46,70.86,65.07,131.7,63.64,-7.492,9.509999999999998,8.840000000000003,Normal,100,80
13000,49,59.41,59.6,49.86,50,71.57,71.4,80.41,80.2,77.56,71.3,57.79,59.5,98.27,31.7,69.58,-3.013,85.95,71.36,15.38,0.7958,62.91,4.803,0.732,266.7,215.9,9,5.7,40.8,35.9,86,96.8,9.2,46.8,6,111.1,25.3,61,73,71,19.57,5.664,7.328,20,0,115.6,112.4,133,96.4,8.8,9.8,80,100,100,100,56,56,68,58.8,64.46,70.86,65.07,134.4,63.73,-6.826,9.549999999999995,8.840000000000003,Normal,100,80
13000,49,59.41,59.6,49.86,50,71.53,71.2,80.41,80.2,77.56,71.3,57.83,59.5,99.16,31.84,69.89,-2.57,85.93,71.72,15.01,0.7956,63.06,4.791,0.7338,267.9,215.8,9,5.8,40.8,35.9,86,97.3,8.9,46.8,6,111.3,25.3,60.9,73,70,16.52,4.738,7.424,20,0,115.7,112.4,137,100.3,8.8,9.8,80,100,100,100,56,56,68,58.8,64.42,70.86,65.07,136,62.19,-7.003,9.549999999999995,8.879999999999995,Normal,100,80
13000,49,59.41,59.6,49.9,49.8,71.57,71.4,80.37,80,77.6,71.3,57.83,59.5,97.99,30.85,70.16,-3.018,85.79,71.54,15.05,0.7978,62.95,4.792,0.7338,267.2,216.4,9.2,6,40.8,35.8,86,97.3,8.9,46.8,6,111.3,25.6,61.4,73,70,20.08,5.828,7.424,20,0,115.7,112,136.5,99.6,8.6,9.6,85,100,100,100,56,56,68,58.8,64.46,70.86,65.07,130.7,62.36,-5.268,9.509999999999998,8.800000000000011,Normal,100,80
13000,49,59.41,59.7,49.86,50,71.57,71.4,80.41,80,77.56,71.3,57.79,59.5,98.56,31.8,69.79,-3.022,86.02,71.42,15.39,0.7965,63.15,4.79,0.7341,267.5,216.1,9,5.5,40.8,35.8,85.7,96.8,8.9,46.6,5.8,111.3,25.6,60.7,73,70,19.04,5.494,7.424,20,0,115.3,112.2,136,99.4,8.6,9.9,80,100,100,100,56,56,68,58.8,64.46,70.82,65.07,134.8,64.24,-6.273,9.549999999999995,8.840000000000003,Normal,100,80
13100,49,59.41,59.7,49.86,49.8,71.57,71.4,80.37,80.2,77.52,71.3,57.83,59.5,98.6,31.96,69.68,-3.037,85.68,71.51,14.96,0.7933,63.18,4.768,0.7375,268.9,215.2,9.2,5.5,40.8,35.8,85.7,96.8,8.7,46.6,5.8,111.1,25.4,60.9,73,70,17.75,5.119,7.424,20,0,115.3,112,137,100.4,8.8,9.7,85,100,100,100,56,56,68,58.8,64.46,70.82,65.03,135.4,62.01,-7.048,9.549999999999995,8.800000000000011,Normal,100,80
13100,49,59.41,59.6,49.86,49.8,71.57,71.5,80.41,80.4,77.56,71.3,57.87,59.5,99.12,31.98,70.19,-3.039,86.35,72.44,14.71,0.7995,63.25,4.8,0.7325,269,216.9,8.8,5.3,41,36.1,85.7,96.8,8.9,46.8,6,111.3,25.6,60.9,73,70,18.34,5.262,7.424,20,0,115.6,112.2,137.5,100.6,9,9.8,85,100,100,100,56,56,75,58.76,64.46,70.9,65.03,134.6,60.12,-8.642,9.549999999999995,8.840000000000003,Normal,100,80
13100,49,59.41,59.6,49.9,50,71.57,71.4,80.41,80.4,77.56,71.3,57.83,59.5,97.96,31.6,69.36,-3.003,85.67,71.44,15.03,0.7967,62.91,4.788,0.7343,265.9,216.1,9.2,5.6,40.8,35.8,85.7,97.3,8.9,46.8,5.8,111.3,25.4,61.5,74,71,19.72,5.725,7.328,20,0,115.3,112,135,98.6,9,9.6,80,100,100,100,56,56,68,58.76,64.46,70.9,65.07,133,61.84,-7.991,9.509999999999998,8.840000000000003,Normal,100,80
13100,49,59.41,59.4,49.86,50,71.57,71.4,80.41,80,77.56,71.3,57.83,59.5,98.82,31.88,69.97,-3.03,85.58,71.43,14.95,0.7924,62.74,4.796,0.7331,268.2,215,9.2,5.7,40.8,35.9,85.7,96.8,9,46.6,5.8,111.1,25.4,60.9,73,70,16.18,4.657,7.424,20,0,115.3,112,136,98.9,8.6,9.4,80,100,100,100,56,56,68,58.8,64.46,70.9,65.03,135.1,61.08,-5.578,9.549999999999995,8.840000000000003,Normal,100,80
13100,49,59.37,59.6,49.86,49.8,71.57,71.2,80.37,80.2,77.56,71.3,57.83,59.5,98.16,31.36,69.83,-3.023,84.99,71.24,14.91,1.156,63.09,4.736,0.7423,267.7,214.4,9,5.5,40.8,35.9,85.7,96.8,9.2,46.8,6,111.3,25.4,60.9,73,70,16.8,4.869,7.424,20,0,115.1,111.8,135,100.1,9,9.8,85,100,100,100,56,56,68,58.8,64.38,70.94,65.07,134.9,60.92,-5.432,9.509999999999998,8.800000000000011,Normal,100,80
13100,49,59.41,59.6,49.86,49.8,71.57,71.5,80.41,80.2,77.56,71.3,57.83,59.5,98.42,31.75,69.68,-3.017,85.27,71.17,14.89,0.7896,63.1,4.752,0.7399,267.1,214.2,9.2,5.8,40.8,35.9,86,97.3,8.9,46.6,5.8,111.3,25.6,61.4,73,70,16.89,4.882,7.424,20,0,115.3,112,134.5,98.2,8.8,9.6,85,100,100,100,56,56,75,58.8,64.42,70.9,65.07,135.6,61.29,-5.705,9.549999999999995,8.840000000000003,Normal,100,80
13100,49,59.41,59.6,49.86,49.8,71.57,71.4,80.41,80.2,77.52,71.3,57.79,59.5,98.33,32.18,69.17,-3.014,85.99,71.4,15.39,0.7962,63.02,4.798,0.7328,266.9,216,9,5.5,40.8,35.8,85.7,96.8,8.9,46.6,5.8,111.1,25.6,60.7,73,70,19.65,5.684,7.424,20,0,115.3,112,136,99.6,8.8,9.8,85,100,100,100,56,56,68,58.76,64.38,70.86,65.07,137.4,63.77,-8.627,9.549999999999995,8.840000000000003,Normal,100,80
13100,49,59.41,59.7,49.86,50,71.53,71.5,80.37,80.2,77.56,71.3,57.83,59.5,98.89,31.44,70.02,-2.574,86.07,71.83,15.03,0.7969,63.46,4.769,0.7373,268.4,216.2,9,5.8,40.8,35.9,86,97.3,9.2,46.6,5.8,111.3,25.3,61,73,70,18.37,5.284,7.424,20,0,115.3,112,136.5,98.9,8.8,9.8,80,100,100,100,56,56,75,58.76,64.38,70.86,65.03,134.3,61.86,-6.951,9.549999999999995,8.840000000000003,Normal,100,80
13100,49,59.37,59.6,49.86,50,71.53,71.2,80.37,80.2,77.52,71.3,57.83,59.5,98.76,31.86,69.47,-2.571,85.25,71.46,14.95,1.16,62.91,4.765,0.7379,268.1,215.1,9.2,5.8,40.8,35.9,86,97.3,8.9,46.6,5.8,111.1,25.6,61.5,74,71,15.43,4.445,7.328,20,0,115.3,112,135,98.4,9,9.6,80,100,100,100,56,56,68,58.8,64.34,70.9,65.07,138,61.54,-7.684,9.509999999999998,8.840000000000003,Normal,100,80
13100,49,59.41,59.6,49.86,49.8,71.53,71.2,80.37,80.2,77.52,71.3,57.79,59.5,98.94,31.92,69.6,-2.576,86.31,71.66,15.44,0.7991,63.07,4.811,0.7308,268.5,216.8,9.3,5.5,40.8,35.8,85.7,96.8,9.2,46.6,5.8,111.1,25.6,61.5,73,70,18.67,5.368,7.424,20,0,115.1,111.8,137.5,100.8,8.8,9.5,85,100,100,100,56,56,68,58.8,64.38,70.86,65.03,137.3,63.55,-7.983,9.549999999999995,8.840000000000003,Normal,100,80
